high,mid,low,eval,batch_idx,new_instruction,original_instruction,structural_similarity,keyword_similarity
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,8,7,leave the jug on top of the locker,put the wine bottle on top of the cabinet,0.9411764705882353,0.5173600912094116
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,8,8,settle the decanter on top of the storage unit,put the wine bottle on top of the cabinet,0.8888888888888888,0.49708080291748047
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,8,9,place the flask on top of the cupboard,put the wine bottle on top of the cabinet,0.9411764705882353,0.5894632935523987
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,0,activate the cooker,turn on the stove,0.7142857142857143,0.5047504901885986
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,1,start the range,turn on the stove,0.7142857142857143,0.3614734709262848
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,2,switch on the cooktop,turn on the stove,1.0,0.5802476406097412
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,3,power on the hob,turn on the stove,0.875,0.3602217137813568
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,4,engage the hotplate,turn on the stove,0.7142857142857143,0.3768598437309265
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,5,initiate the kitchen range,turn on the stove,0.625,0.4846501052379608
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,6,fire up the cooker,turn on the stove,0.625,0.49444663524627686
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,7,enable the range,turn on the stove,0.7142857142857143,0.3024521470069885
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,8,activate the cooktop,turn on the stove,0.7142857142857143,0.49519822001457214
comp,lexical+lexical,same_polarity_habitual+same_polarity_habitual,9,9,start the hob,turn on the stove,0.7142857142857143,0.3425608277320862
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,0,Can you open the middle storage drawer of the kitchen cabinet?,open the middle drawer of the cabinet,0.736842105263158,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,1,Could you please open the middle file drawer of the filing cabinet?,open the middle drawer of the cabinet,0.7,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,2,Would you be able to open the middle utility drawer of the supply cabinet?,open the middle drawer of the cabinet,0.5909090909090908,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,3,Can you go ahead and open the middle storage drawer of the storage cabinet?,open the middle drawer of the cabinet,0.6363636363636364,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,4,Could you just open the middle drawer of the kitchen cabinet?,open the middle drawer of the cabinet,0.736842105263158,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,5,Would you be so kind as to open the middle file drawer of the cabinet?,open the middle drawer of the cabinet,0.5652173913043479,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,6,Can you please open the middle utility drawer of the filing cabinet?,open the middle drawer of the cabinet,0.7,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,7,Could you open the middle storage drawer of the supply cabinet?,open the middle drawer of the cabinet,0.736842105263158,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,8,Would you please open the middle drawer of the storage cabinet?,open the middle drawer of the cabinet,0.736842105263158,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,0,9,Can you open the middle file drawer of the storage cabinet?,open the middle drawer of the cabinet,0.736842105263158,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,0,Could you open the top storage drawer and put the mixing bowl inside?,open the top drawer and put the bowl inside,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,1,Can you open the top kitchen drawer and put the soup bowl inside?,open the top drawer and put the bowl inside,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,2,"Would you open the top cabinet drawer and put the serving bowl inside, please?",open the top drawer and put the bowl inside,0.72,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,3,Could you please open the top storage drawer and put the soup bowl inside?,open the top drawer and put the bowl inside,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,4,Can you please open the top cabinet drawer and put the mixing bowl inside?,open the top drawer and put the bowl inside,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,5,Would you open the top kitchen drawer and put the cereal bowl inside?,open the top drawer and put the bowl inside,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,6,"Could you open the top drawer and put the serving bowl inside, please?",open the top drawer and put the bowl inside,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,7,Can you open the top storage drawer and put the cereal bowl inside?,open the top drawer and put the bowl inside,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,8,Would you please open the top cabinet drawer and put the soup bowl inside?,open the top drawer and put the bowl inside,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,1,9,Could you open the top kitchen drawer and put the serving bowl inside?,open the top drawer and put the bowl inside,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,0,Could you push the dinner plate to the front of the kitchen stove?,push the plate to the front of the stove,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,1,Would you mind pushing the serving plate to the front of the cooking stove?,push the plate to the front of the stove,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,2,Can you please push the dessert plate to the front of the stove?,push the plate to the front of the stove,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,3,Would you be able to push the luncheon plate to the front of the kitchen stove?,push the plate to the front of the stove,0.6538461538461539,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,4,Can you push the serving plate to the front of the cooking stove?,push the plate to the front of the stove,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,5,Would you please push the dinner plate to the front of the stove?,push the plate to the front of the stove,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,6,Could you please push the dessert plate to the front of the cooking stove?,push the plate to the front of the stove,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,7,Will you push the serving plate to the front of the kitchen stove?,push the plate to the front of the stove,0.782608695652174,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,8,Can you go ahead and push the luncheon plate to the front of the cooking stove?,push the plate to the front of the stove,0.6923076923076923,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,2,9,Would you mind pushing the dinner plate to the front of the kitchen stove?,push the plate to the front of the stove,0.75,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,0,Could you put the soup bowl on the dinner plate?,put the bowl on the plate,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,1,Can you please put the mixing bowl on the plate?,put the bowl on the plate,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,2,Would you put the bowl on the serving plate for me?,put the bowl on the plate,0.6666666666666667,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,3,Could you please put the serving bowl on the serving plate?,put the bowl on the plate,0.6666666666666667,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,4,Can you put the cereal bowl on the side plate for me?,put the bowl on the plate,0.631578947368421,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,5,Would you be so kind as to put the soup bowl on the plate?,put the bowl on the plate,0.5238095238095238,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,6,Could you put the mixing bowl on the dinner plate?,put the bowl on the plate,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,8,Can you put the cereal bowl on the dinner plate?,put the bowl on the plate,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,3,9,Would you put the soup bowl on the side plate?,put the bowl on the plate,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,0,Can you put the soup bowl on the kitchen stove?,put the bowl on the stove,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,1,Could you please put the mixing bowl on the stove?,put the bowl on the stove,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,2,Would you put the serving bowl on the cooking stove?,put the bowl on the stove,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,3,Would you be able to put the food bowl on the kitchen stove?,put the bowl on the stove,0.55,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,4,Do you think you could put the cereal bowl on the stove?,put the bowl on the stove,0.631578947368421,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,5,Can you please put the soup bowl on the cooking stove?,put the bowl on the stove,0.6666666666666667,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,6,Could you put the mixing bowl on the kitchen stove?,put the bowl on the stove,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,7,Would you please put the serving bowl on the cooking stove?,put the bowl on the stove,0.6666666666666667,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,8,Can you put the food bowl on the stove?,put the bowl on the stove,0.75,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,4,9,Would you be so kind as to put the mixing bowl on the cooking stove?,put the bowl on the stove,0.5,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,0,Can you put the mixing bowl on top of the kitchen cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,1,Could you please put the serving bowl on top of the storage cabinet?,put the bowl on top of the cabinet,0.7272727272727273,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,2,Would you be able to put the soup bowl on top of the pantry cabinet?,put the bowl on top of the cabinet,0.625,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,3,Can you go ahead and put the fruit bowl on top of the cabinet?,put the bowl on top of the cabinet,0.6956521739130435,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,4,Could you possibly put the salad bowl on top of the food cabinet?,put the bowl on top of the cabinet,0.7272727272727273,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,5,Would you put the cereal bowl on top of the kitchen cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,6,Can you please put the mixing bowl on top of the cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,7,Could you put the serving bowl on top of the food cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,8,Would you please put the salad bowl on top of the cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,5,9,Can you put the soup bowl on top of the storage cabinet?,put the bowl on top of the cabinet,0.7619047619047619,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,0,Could you please put the cheese in the mixing bowl?,put the cream cheese in the bowl,0.6666666666666667,0.8719451427459717
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,1,Can you put the cheese in the serving bowl?,put the cream cheese in the bowl,0.7058823529411764,0.8719451427459717
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,2,Would you put the spreadable cream cheese in the food bowl?,put the cream cheese in the bowl,0.736842105263158,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,3,Can you please put the cheese in the kitchen bowl?,put the cream cheese in the bowl,0.6666666666666667,0.8719451427459717
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,4,Could you put the dairy cream cheese in the prep bowl?,put the cream cheese in the bowl,0.736842105263158,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,5,Would you please put the cheese in the serving bowl?,put the cream cheese in the bowl,0.6666666666666667,0.8719451427459717
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,6,Can you put the spreadable cream cheese in the mixing bowl?,put the cream cheese in the bowl,0.736842105263158,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,7,Could you please put the cheese in the prep bowl?,put the cream cheese in the bowl,0.6666666666666667,0.8719451427459717
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,8,Would you put the cream cheese in the kitchen bowl?,put the cream cheese in the bowl,0.7777777777777778,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,6,9,Can you please put the dairy cream cheese in the mixing bowl?,put the cream cheese in the bowl,0.7,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,0,Could you put the bottle on the wine rack?,put the wine bottle on the rack,0.7058823529411764,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,1,Can you please put the wine bottle on the storage rack?,put the wine bottle on the rack,0.736842105263158,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,2,Would you put the bottle on the kitchen rack?,put the wine bottle on the rack,0.7058823529411764,0.9039179086685181
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,3,Could you please put the bottle on the bottle rack?,put the wine bottle on the rack,0.6666666666666667,0.9039179086685181
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,4,Do you think you could put the wine bottle on the display rack?,put the wine bottle on the rack,0.6666666666666667,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,5,"Can you put the bottle on the storage rack, please?",put the wine bottle on the rack,0.631578947368421,0.9039179086685181
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,6,Would you please put the wine bottle on the bottle rack?,put the wine bottle on the rack,0.736842105263158,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,7,"Could you put the bottle on the display rack, please?",put the wine bottle on the rack,0.631578947368421,0.9039179086685181
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,8,Do you think you could put the bottle on the wine rack?,put the wine bottle on the rack,0.6,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,7,9,Can you put the wine bottle on the kitchen rack?,put the wine bottle on the rack,0.7777777777777778,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,0,Could you put the bottle on top of the storage cabinet?,put the wine bottle on top of the cabinet,0.7619047619047619,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,1,Can you please put the drink bottle on top of the kitchen cabinet?,put the wine bottle on top of the cabinet,0.782608695652174,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,2,Would you put the cooking wine bottle on top of the display cabinet for me?,put the wine bottle on top of the cabinet,0.72,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,3,Could you put the drink bottle on top of the cabinet for me?,put the wine bottle on top of the cabinet,0.782608695652174,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,4,Would you be able to put the bottle on top of the kitchen cabinet?,put the wine bottle on top of the cabinet,0.625,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,5,Can you put the cooking wine bottle on top of the storage cabinet?,put the wine bottle on top of the cabinet,0.782608695652174,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,6,Would you please put the bottle on top of the cabinet?,put the wine bottle on top of the cabinet,0.7619047619047619,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,7,Could you please put the wine bottle on top of the storage cabinet for me?,put the wine bottle on top of the cabinet,0.72,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,8,Can you put the bottle on top of the kitchen cabinet for me?,put the wine bottle on top of the cabinet,0.6956521739130435,0.9231343269348145
comp,lexical+pragmatical,addition_deletion+embedded_imperative,8,9,Would you be able to put the cooking wine bottle on top of the kitchen cabinet?,put the wine bottle on top of the cabinet,0.6538461538461539,1.0000001192092896
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,0,Could you turn on the kitchen stove?,turn on the stove,0.6666666666666667,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,1,Can you please turn on the gas stove?,turn on the stove,0.6153846153846154,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,2,Would you be able to turn on the electric stove?,turn on the stove,0.4,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,3,Could I ask you to turn on the induction stove?,turn on the stove,0.4,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,4,Would it be possible for you to turn on the cooktop stove?,turn on the stove,0.2941176470588235,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,5,Can you turn on the countertop stove?,turn on the stove,0.6666666666666667,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,6,Would you please turn on the portable stove?,turn on the stove,0.6153846153846154,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,7,Could you turn on the cooking stove?,turn on the stove,0.6666666666666667,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,8,Can I ask you to turn on the burner stove?,turn on the stove,0.4,1.0
comp,lexical+pragmatical,addition_deletion+embedded_imperative,9,9,Would you turn on the heating stove?,turn on the stove,0.6666666666666667,1.0
comp,lexical+pragmatical,addition_deletion+hint,0,0,The middle storage drawer of the kitchen cabinet is still closed,open the middle drawer of the cabinet,0.6666666666666667,0.9237886667251587
comp,lexical+pragmatical,addition_deletion+hint,0,1,I need to get something from the middle file drawer of the filing cabinet,open the middle drawer of the cabinet,0.6190476190476191,0.861289381980896
comp,lexical+pragmatical,addition_deletion+hint,0,2,The contents of the middle drawer of the supply cabinet are needed now,open the middle drawer of the cabinet,0.65,0.8420466184616089
comp,lexical+pragmatical,addition_deletion+hint,0,3,I need access to the middle storage drawer of the storage cabinet,open the middle drawer of the cabinet,0.736842105263158,0.8636915683746338
comp,lexical+pragmatical,addition_deletion+hint,0,4,The filing cabinet's middle file drawer is currently shut,open the middle drawer of the cabinet,0.47058823529411764,0.8706341981887817
comp,lexical+pragmatical,addition_deletion+hint,0,5,The item I'm looking for is in the middle utility drawer of the supply cabinet,open the middle drawer of the cabinet,0.5217391304347826,0.849425196647644
comp,lexical+pragmatical,addition_deletion+hint,0,6,I can't get into the middle drawer of the kitchen cabinet,open the middle drawer of the cabinet,0.6842105263157895,0.861289381980896
comp,lexical+pragmatical,addition_deletion+hint,0,7,The middle storage drawer of the storage cabinet is not open,open the middle drawer of the cabinet,0.6666666666666667,1.0
comp,lexical+pragmatical,addition_deletion+hint,0,8,What I need is inside the middle file drawer of the filing cabinet,open the middle drawer of the cabinet,0.6,0.8387739658355713
comp,lexical+pragmatical,addition_deletion+hint,0,9,We can't proceed until we see what's in the middle drawer of the supply cabinet,open the middle drawer of the cabinet,0.5416666666666667,0.8450391292572021
comp,lexical+pragmatical,addition_deletion+hint,1,0,The top kitchen drawer is the spot for the soup bowl,open the top drawer and put the bowl inside,0.55,0.7268399596214294
comp,lexical+pragmatical,addition_deletion+hint,1,1,The mixing bowl belongs in the top storage drawer,open the top drawer and put the bowl inside,0.6111111111111112,0.7275910377502441
comp,lexical+pragmatical,addition_deletion+hint,1,2,The serving bowl goes inside the top kitchen drawer,open the top drawer and put the bowl inside,0.6111111111111112,0.7408850789070129
comp,lexical+pragmatical,addition_deletion+hint,1,3,The top cabinet drawer is where the cereal bowl should be,open the top drawer and put the bowl inside,0.55,0.7186136245727539
comp,lexical+pragmatical,addition_deletion+hint,1,4,The soup bowl is not in the top storage drawer yet,open the top drawer and put the bowl inside,0.55,0.7186136245727539
comp,lexical+pragmatical,addition_deletion+hint,1,5,The top cabinet drawer needs the mixing bowl inside it,open the top drawer and put the bowl inside,0.5789473684210527,0.7186136245727539
comp,lexical+pragmatical,addition_deletion+hint,1,6,The serving bowl has a place in the top storage drawer,open the top drawer and put the bowl inside,0.55,0.7392878532409668
comp,lexical+pragmatical,addition_deletion+hint,1,7,The cereal bowl belongs in the top kitchen drawer,open the top drawer and put the bowl inside,0.6111111111111112,0.7275910377502441
comp,lexical+pragmatical,addition_deletion+hint,1,8,The top storage drawer is the spot for the soup bowl,open the top drawer and put the bowl inside,0.55,0.7186136245727539
comp,lexical+pragmatical,addition_deletion+hint,1,9,The mixing bowl goes inside the top cabinet drawer,open the top drawer and put the bowl inside,0.6111111111111112,0.7326588034629822
comp,lexical+pragmatical,addition_deletion+hint,2,0,The dinner plate needs to be at the front of the kitchen stove,push the plate to the front of the stove,0.7727272727272727,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,1,The front of the cooking stove is where the serving plate belongs,push the plate to the front of the stove,0.6190476190476191,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,2,The dessert plate is not at the front of the stove,push the plate to the front of the stove,0.8,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,3,It would be better if the luncheon plate was at the front of the kitchen stove,push the plate to the front of the stove,0.64,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,4,The serving plate is supposed to be at the front of the cooking stove,push the plate to the front of the stove,0.7391304347826086,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,5,The front of the kitchen stove is clear for the dinner plate,push the plate to the front of the stove,0.6190476190476191,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,2,6,The next step requires the dessert plate to be at the front of the cooking stove,push the plate to the front of the stove,0.72,0.8424553871154785
comp,lexical+pragmatical,addition_deletion+hint,2,7,The dinner plate's destination is the front of the stove,push the plate to the front of the stove,0.5,0.8377118110656738
comp,lexical+pragmatical,addition_deletion+hint,2,8,There is room for the serving plate at the front of the kitchen stove,push the plate to the front of the stove,0.7391304347826086,0.8327484130859375
comp,lexical+pragmatical,addition_deletion+hint,2,9,I thought the luncheon plate would be at the front of the cooking stove,push the plate to the front of the stove,0.7391304347826086,0.8191940784454346
comp,lexical+pragmatical,addition_deletion+hint,3,0,The soup bowl belongs on the dinner plate,put the bowl on the plate,0.7857142857142857,0.77301025390625
comp,lexical+pragmatical,addition_deletion+hint,3,1,The mixing bowl goes on the serving plate,put the bowl on the plate,0.7857142857142857,0.8343175053596497
comp,lexical+pragmatical,addition_deletion+hint,3,2,The serving plate is ready for the serving bowl,put the bowl on the plate,0.4666666666666667,0.788384735584259
comp,lexical+pragmatical,addition_deletion+hint,3,3,There is room for the soup bowl on the side plate,put the bowl on the plate,0.5882352941176471,0.7836671471595764
comp,lexical+pragmatical,addition_deletion+hint,3,4,The dinner plate needs the mixing bowl on it,put the bowl on the plate,0.6,0.77301025390625
comp,lexical+pragmatical,addition_deletion+hint,3,5,The serving bowl is not on the dinner plate yet,put the bowl on the plate,0.625,0.77301025390625
comp,lexical+pragmatical,addition_deletion+hint,3,6,I see an empty side plate and a cereal bowl,put the bowl on the plate,0.4375,0.8177674412727356
comp,lexical+pragmatical,addition_deletion+hint,3,7,The space on the serving plate is for the soup bowl,put the bowl on the plate,0.5882352941176471,0.7748468518257141
comp,lexical+pragmatical,addition_deletion+hint,3,8,The mixing bowl is still apart from the dinner plate,put the bowl on the plate,0.5,0.7772741913795471
comp,lexical+pragmatical,addition_deletion+hint,3,9,The cereal bowl goes on the dinner plate,put the bowl on the plate,0.7857142857142857,0.8343175053596497
comp,lexical+pragmatical,addition_deletion+hint,4,0,The soup bowl goes on the cooking stove,put the bowl on the stove,0.7857142857142857,0.8343176245689392
comp,lexical+pragmatical,addition_deletion+hint,4,1,The mixing bowl belongs on the stove,put the bowl on the stove,0.8461538461538461,0.7565199732780457
comp,lexical+pragmatical,addition_deletion+hint,4,2,The cooking stove is the correct place for the serving bowl,put the bowl on the stove,0.5294117647058824,0.7971383929252625
comp,lexical+pragmatical,addition_deletion+hint,4,3,The food bowl isn't on the kitchen stove,put the bowl on the stove,0.6666666666666667,0.7527627944946289
comp,lexical+pragmatical,addition_deletion+hint,4,4,The kitchen stove is ready for the cereal bowl,put the bowl on the stove,0.4666666666666667,0.788384735584259
comp,lexical+pragmatical,addition_deletion+hint,4,5,The serving bowl is needed on the stove,put the bowl on the stove,0.7857142857142857,0.7709746956825256
comp,lexical+pragmatical,addition_deletion+hint,4,6,The mixing bowl is not in its place yet,put the bowl on the stove,0.6,0.575357973575592
comp,lexical+pragmatical,addition_deletion+hint,4,7,The space on the stove is for the soup bowl,put the bowl on the stove,0.625,0.7748468518257141
comp,lexical+pragmatical,addition_deletion+hint,4,8,The cereal bowl belongs on the kitchen stove,put the bowl on the stove,0.7857142857142857,0.7565199732780457
comp,lexical+pragmatical,addition_deletion+hint,4,9,The kitchen stove is still clear for the food bowl,put the bowl on the stove,0.625,0.7864373326301575
comp,lexical+pragmatical,addition_deletion+hint,5,0,The serving bowl belongs on top of the kitchen cabinet,put the bowl on top of the cabinet,0.8333333333333334,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,5,1,The final location for the mixing bowl is on top of the pantry cabinet,put the bowl on top of the cabinet,0.6363636363636364,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,5,2,The top of the storage cabinet is where the soup bowl goes,put the bowl on top of the cabinet,0.55,0.875738263130188
comp,lexical+pragmatical,addition_deletion+hint,5,3,The salad bowl isn't on the food cabinet,put the bowl on top of the cabinet,0.5882352941176471,0.6542947292327881
comp,lexical+pragmatical,addition_deletion+hint,5,4,There is an empty spot for the fruit bowl on top of the cabinet,put the bowl on top of the cabinet,0.6363636363636364,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,5,5,The cereal bowl is supposed to be on the kitchen cabinet,put the bowl on top of the cabinet,0.631578947368421,0.6960370540618896
comp,lexical+pragmatical,addition_deletion+hint,5,6,The mixing bowl is not yet on top of the storage cabinet,put the bowl on top of the cabinet,0.7,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,5,7,The final location for the serving bowl is on top of the food cabinet,put the bowl on top of the cabinet,0.6363636363636364,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,5,8,The top of the pantry cabinet is where the salad bowl goes,put the bowl on top of the cabinet,0.55,0.875738263130188
comp,lexical+pragmatical,addition_deletion+hint,5,9,The soup bowl belongs on top of the display cabinet,put the bowl on top of the cabinet,0.8333333333333334,0.854670524597168
comp,lexical+pragmatical,addition_deletion+hint,6,0,The cheese goes in the mixing bowl,put the cream cheese in the bowl,0.7857142857142857,0.7476832270622253
comp,lexical+pragmatical,addition_deletion+hint,6,1,The serving bowl is for the cheese,put the cream cheese in the bowl,0.7857142857142857,0.6915467977523804
comp,lexical+pragmatical,addition_deletion+hint,6,2,The spreadable cream cheese needs to be in the kitchen bowl,put the cream cheese in the bowl,0.7222222222222222,0.8282310366630554
comp,lexical+pragmatical,addition_deletion+hint,6,3,The cheese is not yet in the food bowl,put the cream cheese in the bowl,0.625,0.6865171790122986
comp,lexical+pragmatical,addition_deletion+hint,6,4,The dairy cream cheese belongs in the mixing bowl,put the cream cheese in the bowl,0.8125,0.817389965057373
comp,lexical+pragmatical,addition_deletion+hint,6,5,The prep bowl is ready for the cheese,put the cream cheese in the bowl,0.4666666666666667,0.7132335901260376
comp,lexical+pragmatical,addition_deletion+hint,6,6,The mixing bowl is where the cheese should be,put the cream cheese in the bowl,0.5,0.6976555585861206
comp,lexical+pragmatical,addition_deletion+hint,6,7,The cheese is still outside of the serving bowl,put the cream cheese in the bowl,0.5,0.7049007415771484
